Weight,Height,Animal
163,259,Lion
221,189,Lion
223,235,Lion
194,152,Lion
157,198,Lion
194,205,Lion
166,147,Lion
179,252,Lion
235,154,Lion
159,177,Lion
156,103,Lion
202,146,Lion
184,196,Lion
170,221,Lion
180,214,Lion
178,256,Lion
151,209,Lion
242,133,Lion
171,138,Lion
233,122,Lion
205,222,Lion
188,241,Lion
162,191,Lion
173,225,Lion
236,244,Lion
215,176,Lion
227,158,Lion
222,281,Lion
242,174,Lion
195,140,Lion
223,130,Lion
187,287,Lion
239,296,Lion
199,155,Lion
174,146,Lion
177,225,Lion
225,104,Lion
163,285,Lion
188,195,Lion
232,197,Lion
206,121,Lion
155,105,Lion
227,254,Lion
245,232,Lion
194,120,Lion
171,245,Lion
188,104,Lion
223,141,Lion
226,104,Lion
186,116,Lion
166,105,Lion
162,186,Lion
208,128,Lion
170,260,Lion
226,192,Lion
195,193,Lion
181,231,Lion
219,202,Lion
196,242,Lion
170,232,Lion
198,218,Lion
236,195,Lion
202,218,Lion
204,169,Lion
241,192,Lion
173,237,Lion
215,122,Lion
210,270,Lion
214,129,Lion
208,229,Lion
238,204,Lion
234,259,Lion
204,156,Lion
162,133,Lion
246,232,Lion
241,186,Lion
231,149,Lion
175,208,Lion
220,189,Lion
207,110,Lion
240,232,Lion
226,280,Lion
194,214,Lion
153,170,Lion
225,275,Lion
213,166,Lion
191,248,Lion
172,245,Lion
215,194,Lion
239,230,Lion
188,285,Lion
231,135,Lion
224,245,Lion
189,279,Lion
171,111,Lion
217,282,Lion
150,149,Lion
240,205,Lion
187,142,Lion
151,145,Lion
170,128,Lion
188,166,Lion
242,167,Lion
224,240,Lion
241,136,Lion
182,218,Lion
213,289,Lion
191,150,Lion
192,298,Lion
180,104,Lion
157,197,Lion
240,167,Lion
152,264,Lion
214,213,Lion
159,111,Lion
212,178,Lion
196,143,Lion
185,142,Lion
227,135,Lion
185,188,Lion
186,216,Lion
214,247,Lion
233,201,Lion
189,123,Lion
160,255,Lion
173,101,Lion
205,241,Lion
194,174,Lion
150,296,Lion
235,117,Lion
177,251,Lion
242,114,Lion
168,173,Lion
180,112,Lion
242,199,Lion
181,206,Lion
179,216,Lion
211,224,Lion
213,148,Lion
203,265,Lion
211,239,Lion
173,136,Lion
210,183,Lion
189,139,Lion
200,242,Lion
185,297,Lion
194,133,Lion
175,194,Lion
230,295,Lion
176,281,Lion
205,143,Lion
195,171,Lion
241,270,Lion
226,191,Lion
181,110,Lion
202,119,Lion
172,125,Lion
229,177,Lion
150,127,Lion
194,205,Lion
232,255,Lion
190,150,Lion
227,157,Lion
225,135,Lion
154,152,Lion
174,186,Lion
212,108,Lion
168,290,Lion
173,118,Lion
180,177,Lion
206,261,Lion
216,190,Lion
180,205,Lion
180,286,Lion
164,229,Lion
202,214,Lion
233,230,Lion
173,217,Lion
199,181,Lion
165,266,Lion
153,186,Lion
210,114,Lion
221,299,Lion
170,273,Lion
154,287,Lion
194,158,Lion
183,118,Lion
165,252,Lion
188,202,Lion
190,162,Lion
190,231,Lion
158,126,Lion
204,206,Lion
216,163,Lion
154,240,Lion
212,225,Lion
246,200,Lion
218,179,Lion
184,175,Lion
159,190,Lion
233,197,Lion
232,253,Lion
184,140,Lion
183,246,Lion
203,149,Lion
240,213,Lion
212,163,Lion
234,143,Lion
219,150,Lion
248,104,Lion
241,161,Lion
201,131,Lion
221,226,Lion
170,209,Lion
193,186,Lion
228,148,Lion
184,249,Lion
221,111,Lion
167,216,Lion
208,194,Lion
219,135,Lion
154,260,Lion
188,221,Lion
212,270,Lion
244,257,Lion
154,244,Lion
201,137,Lion
193,246,Lion
226,163,Lion
239,267,Lion
247,168,Lion
217,168,Lion
168,299,Lion
193,173,Lion
222,207,Lion
228,271,Lion
188,274,Lion
157,246,Lion
224,211,Lion
177,284,Lion
227,252,Lion
155,257,Lion
194,199,Lion
206,233,Lion
187,169,Lion
227,126,Lion
195,166,Lion
213,225,Lion
184,268,Lion
221,224,Lion
233,231,Lion
179,109,Lion
159,105,Lion
158,210,Lion
238,260,Lion
207,114,Lion
193,231,Lion
236,284,Lion
167,272,Lion
182,297,Lion
216,231,Lion
150,190,Lion
229,142,Lion
156,159,Lion
164,269,Lion
203,183,Lion
204,112,Lion
154,154,Lion
203,275,Lion
242,247,Lion
163,255,Lion
228,295,Lion
224,294,Lion
157,202,Lion
228,215,Lion
213,144,Lion
224,189,Lion
187,111,Lion
217,176,Lion
204,276,Lion
202,272,Lion
248,117,Lion
195,299,Lion
158,234,Lion
175,222,Lion
188,264,Lion
216,293,Lion
162,153,Lion
223,231,Lion
179,200,Lion
246,220,Lion
201,293,Lion
240,195,Lion
168,260,Lion
156,268,Lion
163,237,Lion
189,295,Lion
154,264,Lion
192,196,Lion
187,202,Lion
213,207,Lion
157,109,Lion
193,249,Lion
197,163,Lion
159,183,Lion
197,124,Lion
159,119,Lion
154,136,Lion
167,180,Lion
213,107,Lion
234,198,Lion
151,146,Lion
165,282,Lion
182,118,Lion
240,164,Lion
206,292,Lion
213,254,Lion
215,247,Lion
173,273,Lion
230,155,Lion
243,181,Lion
158,121,Lion
181,162,Lion
195,230,Lion
203,263,Lion
247,283,Lion
217,234,Lion
203,185,Lion
234,229,Lion
171,194,Lion
151,287,Lion
153,191,Lion
195,135,Lion
219,103,Lion
177,287,Lion
240,291,Lion
166,214,Lion
243,203,Lion
172,269,Lion
244,278,Lion
165,106,Lion
212,102,Lion
212,267,Lion
184,297,Lion
166,184,Lion
161,169,Lion
154,201,Lion
186,195,Lion
167,217,Lion
216,243,Lion
209,269,Lion
191,160,Lion
173,144,Lion
243,276,Lion
195,157,Lion
173,264,Lion
180,160,Lion
197,215,Lion
249,271,Lion
170,208,Lion
239,135,Lion
248,200,Lion
196,258,Lion
179,291,Lion
178,178,Lion
183,191,Lion
218,256,Lion
207,155,Lion
238,143,Lion
207,227,Lion
200,153,Lion
246,176,Lion
241,149,Lion
169,107,Lion
224,160,Lion
225,145,Lion
227,225,Lion
236,143,Lion
203,215,Lion
157,143,Lion
236,271,Lion
156,189,Lion
237,183,Lion
180,138,Lion
230,221,Lion
204,181,Lion
204,277,Lion
152,208,Lion
192,175,Lion
241,142,Lion
235,257,Lion
219,201,Lion
191,293,Lion
223,244,Lion
233,170,Lion
152,179,Lion
231,153,Lion
220,110,Lion
245,190,Lion
176,225,Lion
243,213,Lion
215,193,Lion
221,147,Lion
195,145,Lion
227,294,Lion
243,251,Lion
181,174,Lion
190,294,Lion
230,265,Lion
183,123,Lion
152,244,Lion
183,226,Lion
246,219,Lion
248,213,Lion
229,136,Lion
217,129,Lion
249,214,Lion
192,297,Lion
171,156,Lion
196,264,Lion
228,111,Lion
165,140,Lion
177,141,Lion
181,288,Lion
237,186,Lion
167,272,Lion
174,254,Lion
212,235,Lion
249,248,Lion
153,251,Lion
230,249,Lion
211,166,Lion
183,157,Lion
181,196,Lion
220,196,Lion
212,152,Lion
177,116,Lion
227,104,Lion
216,211,Lion
222,162,Lion
212,211,Lion
232,124,Lion
164,135,Lion
195,141,Lion
213,280,Lion
190,224,Lion
180,196,Lion
183,252,Lion
203,287,Lion
210,222,Lion
198,112,Lion
228,276,Lion
212,178,Lion
244,246,Lion
214,270,Lion
199,152,Lion
237,200,Lion
248,120,Lion
201,275,Lion
247,115,Lion
246,141,Lion
150,208,Lion
162,200,Lion
161,181,Lion
157,273,Lion
227,212,Lion
216,286,Lion
150,126,Lion
184,146,Lion
156,119,Lion
235,167,Lion
177,103,Lion
225,200,Lion
240,165,Lion
244,273,Lion
228,292,Lion
249,189,Lion
150,242,Lion
232,166,Lion
153,276,Lion
169,236,Lion
244,246,Lion
181,144,Lion
222,285,Lion
151,246,Lion
232,153,Lion
168,175,Lion
216,204,Lion
215,246,Lion
185,240,Lion
193,186,Lion
216,244,Lion
161,102,Lion
164,274,Lion
181,166,Lion
161,129,Lion
162,174,Lion
152,147,Lion
162,103,Lion
185,124,Lion
180,246,Lion
242,172,Lion
181,181,Lion
231,172,Lion
224,121,Lion
203,124,Lion
241,234,Lion
223,272,Lion
237,260,Lion
175,177,Lion
216,195,Lion
186,266,Lion
210,271,Lion
188,120,Lion
194,168,Lion
247,135,Lion
238,195,Lion
219,170,Lion
222,277,Lion
202,209,Lion
237,271,Lion
161,130,Lion
151,263,Lion
174,132,Lion
211,140,Lion
176,205,Lion
163,285,Lion
240,293,Lion
181,180,Lion
168,149,Lion
203,117,Lion
239,115,Lion
206,248,Lion
232,178,Lion
156,100,Lion
224,263,Lion
210,120,Lion
228,134,Lion
201,156,Lion
212,208,Lion
152,106,Lion
223,132,Lion
228,161,Lion
186,168,Lion
162,183,Lion
180,241,Lion
249,156,Lion
155,238,Lion
159,105,Lion
239,129,Lion
238,213,Lion
235,195,Lion
231,206,Lion
199,147,Lion
186,141,Lion
231,194,Lion
240,162,Lion
199,179,Lion
199,107,Lion
177,210,Lion
215,146,Lion
247,198,Lion
193,128,Lion
235,262,Lion
202,213,Lion
217,172,Lion
246,111,Lion
203,265,Lion
188,240,Lion
162,247,Lion
223,200,Lion
223,124,Lion
162,274,Lion
166,262,Lion
197,285,Lion
223,220,Lion
150,192,Lion
179,128,Lion
170,266,Lion
170,289,Lion
203,275,Lion
152,272,Lion
203,131,Lion
191,284,Lion
157,293,Lion
156,159,Lion
248,136,Lion
208,164,Lion
226,169,Lion
160,185,Lion
228,123,Lion
223,221,Lion
244,136,Lion
150,209,Lion
176,211,Lion
206,225,Lion
219,294,Lion
188,270,Lion
180,259,Lion
173,299,Lion
213,242,Lion
208,173,Lion
160,215,Lion
229,277,Lion
184,231,Lion
221,233,Lion
187,113,Lion
248,156,Lion
182,202,Lion
196,198,Lion
211,283,Lion
228,137,Lion
215,198,Lion
155,127,Lion
152,181,Lion
184,285,Lion
202,183,Lion
194,223,Lion
165,180,Lion
202,188,Lion
179,190,Lion
222,224,Lion
194,160,Lion
155,260,Lion
167,134,Lion
184,207,Lion
203,279,Lion
155,251,Lion
244,114,Lion
176,188,Lion
215,138,Lion
186,110,Lion
228,259,Lion
181,248,Lion
204,196,Lion
210,113,Lion
191,224,Lion
241,213,Lion
172,128,Lion
215,256,Lion
183,200,Lion
211,280,Lion
187,297,Lion
198,224,Lion
197,252,Lion
226,259,Lion
235,128,Lion
159,236,Lion
171,211,Lion
151,263,Lion
213,163,Lion
227,103,Lion
163,176,Lion
182,181,Lion
197,205,Lion
152,245,Lion
203,234,Lion
183,210,Lion
215,203,Lion
190,271,Lion
158,229,Lion
193,138,Lion
227,293,Lion
248,215,Lion
157,215,Lion
241,218,Lion
249,100,Lion
152,215,Lion
165,206,Lion
152,226,Lion
249,187,Lion
161,228,Lion
198,170,Lion
174,143,Lion
246,218,Lion
159,265,Lion
188,261,Lion
190,193,Lion
248,275,Lion
214,138,Lion
233,156,Lion
173,270,Lion
157,242,Lion
236,174,Lion
154,158,Lion
249,121,Lion
208,148,Lion
195,154,Lion
164,155,Lion
201,140,Lion
171,230,Lion
154,299,Lion
208,103,Lion
207,152,Lion
207,111,Lion
228,150,Lion
221,173,Lion
166,103,Lion
199,233,Lion
190,131,Lion
241,204,Lion
205,136,Lion
213,105,Lion
210,221,Lion
156,154,Lion
223,121,Lion
234,220,Lion
151,105,Lion
199,149,Lion
195,133,Lion
191,119,Lion
241,114,Lion
228,173,Lion
197,290,Lion
230,171,Lion
214,189,Lion
150,135,Lion
197,267,Lion
249,110,Lion
205,148,Lion
225,172,Lion
219,241,Lion
210,125,Lion
199,176,Lion
158,237,Lion
159,238,Lion
167,204,Lion
210,218,Lion
241,230,Lion
155,141,Lion
155,147,Lion
189,134,Lion
178,216,Lion
153,153,Lion
184,220,Lion
220,190,Lion
241,193,Lion
196,218,Lion
162,181,Lion
240,134,Lion
170,210,Lion
199,204,Lion
232,135,Lion
219,295,Lion
214,130,Lion
225,255,Lion
161,143,Lion
190,139,Lion
215,151,Lion
189,201,Lion
199,117,Lion
238,186,Lion
195,221,Lion
247,152,Lion
249,259,Lion
182,254,Lion
196,129,Lion
160,179,Lion
232,291,Lion
200,223,Lion
197,104,Lion
162,251,Lion
232,109,Lion
245,224,Lion
154,115,Lion
195,132,Lion
154,256,Lion
189,218,Lion
161,190,Lion
163,255,Lion
179,150,Lion
236,136,Lion
189,236,Lion
193,118,Lion
152,238,Lion
226,298,Lion
155,120,Lion
174,177,Lion
231,170,Lion
183,106,Lion
205,107,Lion
156,211,Lion
224,136,Lion
194,287,Lion
246,116,Lion
217,106,Lion
220,145,Lion
201,149,Lion
151,118,Lion
163,231,Lion
172,111,Lion
180,163,Lion
222,296,Lion
210,287,Lion
165,276,Lion
235,272,Lion
179,231,Lion
162,295,Lion
227,121,Lion
238,160,Lion
239,193,Lion
180,296,Lion
221,295,Lion
152,126,Lion
243,150,Lion
176,242,Lion
241,257,Lion
231,149,Lion
155,227,Lion
190,161,Lion
194,159,Lion
182,215,Lion
181,244,Lion
226,296,Lion
209,262,Lion
219,232,Lion
158,196,Lion
184,224,Lion
196,249,Lion
189,206,Lion
200,104,Lion
219,140,Lion
204,146,Lion
174,193,Lion
232,221,Lion
219,224,Lion
216,116,Lion
160,118,Lion
230,284,Lion
196,111,Lion
215,130,Lion
188,116,Lion
228,133,Lion
156,169,Lion
201,213,Lion
242,190,Lion
168,114,Lion
209,265,Lion
177,103,Lion
234,260,Lion
191,170,Lion
238,282,Lion
202,103,Lion
184,291,Lion
171,198,Lion
157,238,Lion
243,257,Lion
201,204,Lion
174,209,Lion
222,267,Lion
210,278,Lion
204,280,Lion
233,250,Lion
201,225,Lion
197,115,Lion
196,190,Lion
214,145,Lion
206,202,Lion
150,203,Lion
237,234,Lion
198,296,Lion
219,268,Lion
234,298,Lion
169,107,Lion
181,232,Lion
187,239,Lion
245,269,Lion
221,250,Lion
153,208,Lion
177,280,Lion
226,217,Lion
192,287,Lion
229,197,Lion
158,281,Lion
218,221,Lion
213,133,Lion
188,203,Lion
194,173,Lion
206,292,Lion
240,202,Lion
198,185,Lion
201,121,Lion
151,183,Lion
203,221,Lion
180,272,Lion
221,115,Lion
171,176,Lion
220,233,Lion
166,240,Lion
235,247,Lion
216,146,Lion
222,171,Lion
204,136,Lion
229,265,Lion
196,182,Lion
240,236,Lion
234,133,Lion
235,134,Lion
160,274,Lion
165,136,Lion
172,277,Lion
161,107,Lion
234,172,Lion
234,125,Lion
157,237,Lion
196,115,Lion
176,254,Lion
160,136,Lion
218,275,Lion
188,135,Lion
176,103,Lion
175,212,Lion
201,198,Lion
201,170,Lion
234,186,Lion
152,113,Lion
238,240,Lion
181,153,Lion
248,233,Lion
179,225,Lion
168,124,Lion
150,123,Lion
187,169,Lion
176,217,Lion
168,135,Lion
208,198,Lion
163,130,Lion
191,283,Lion
202,285,Lion
188,218,Lion
211,252,Lion
240,137,Lion
192,147,Lion
215,281,Lion
220,236,Lion
214,174,Lion
234,255,Lion
206,186,Lion
197,265,Lion
204,273,Lion
224,179,Lion
156,272,Lion
217,102,Lion
231,136,Lion
215,255,Lion
157,163,Lion
232,219,Lion
168,142,Lion
207,206,Lion
181,276,Lion
150,274,Lion
181,201,Lion
186,264,Lion
178,174,Lion
151,146,Lion
153,254,Lion
189,138,Lion
158,219,Lion
194,246,Lion
217,290,Lion
178,137,Lion
246,177,Lion
209,165,Lion
215,153,Lion
199,105,Lion
166,169,Lion
156,271,Lion
207,209,Lion
236,265,Lion
155,253,Lion
211,248,Lion
173,190,Lion
188,138,Lion
219,215,Lion
211,293,Lion
154,105,Lion
184,253,Lion
155,140,Lion
249,103,Lion
242,210,Lion
210,193,Lion
220,288,Lion
246,264,Lion
190,123,Lion
157,164,Lion
191,208,Lion
205,284,Lion
153,113,Lion
198,296,Lion
207,272,Lion
156,294,Lion
165,193,Lion
160,254,Lion
222,146,Lion
225,198,Lion
179,114,Lion
170,232,Lion
157,268,Lion
187,176,Lion
213,243,Lion
222,164,Lion
189,219,Lion
180,197,Lion
199,173,Lion
171,250,Lion
214,279,Lion
172,137,Lion
184,166,Lion
193,215,Lion
165,278,Lion
163,255,Lion
240,121,Lion
161,211,Lion
231,210,Lion
164,223,Lion
231,279,Lion
160,257,Lion
211,258,Lion
178,262,Lion
173,171,Lion
173,274,Lion
152,166,Lion
235,287,Lion
182,200,Lion
175,255,Lion
154,154,Lion
188,242,Lion
156,285,Lion
184,150,Lion
244,245,Lion
211,201,Lion
248,235,Lion
207,276,Lion
232,288,Lion
156,147,Lion
229,107,Lion
187,103,Lion
162,243,Lion
237,159,Lion
237,280,Lion
216,185,Lion
249,191,Lion
150,155,Lion
164,168,Lion
201,103,Lion
237,238,Lion
240,215,Lion
220,290,Lion
214,251,Lion
192,101,Lion
224,239,Lion
162,115,Lion
185,276,Lion
154,122,Lion
232,222,Lion
218,204,Lion
165,167,Lion
225,173,Lion
182,269,Lion
231,225,Lion
224,131,Lion
220,134,Lion
239,108,Lion
193,170,Lion
229,114,Lion
159,243,Lion
171,125,Lion
215,281,Lion
199,224,Lion
154,279,Lion
239,294,Lion
163,254,Lion
232,115,Lion
204,135,Lion
244,192,Lion
191,127,Lion
239,256,Lion
162,270,Lion
241,121,Lion
234,182,Lion
178,222,Lion
209,244,Lion
209,220,Lion
224,180,Lion
213,101,Lion
212,279,Lion
209,261,Lion
194,288,Lion
158,124,Lion
194,225,Lion
196,106,Lion
212,212,Lion
152,141,Lion
190,109,Lion
224,116,Lion
244,219,Lion
207,119,Lion
211,293,Lion
182,113,Lion
171,271,Lion
242,149,Lion
164,266,Lion
226,138,Lion
176,251,Lion
162,233,Lion
179,182,Lion
215,212,Lion
179,168,Lion
170,231,Lion
163,175,Lion
245,167,Lion
242,205,Lion
242,155,Lion
215,242,Lion
213,172,Lion
234,116,Lion
159,154,Lion
249,285,Lion
215,108,Lion
230,222,Lion
221,214,Lion
198,231,Lion
234,180,Lion
155,227,Lion
217,218,Lion
208,285,Lion
228,137,Lion
249,274,Lion
234,152,Lion
212,274,Lion
175,168,Lion
220,135,Lion
171,236,Lion
249,295,Lion
193,232,Lion
231,149,Lion
188,180,Lion
154,296,Lion
168,165,Lion
239,134,Lion
164,265,Lion
226,145,Lion
248,200,Lion
206,181,Lion
209,102,Lion
160,266,Lion
150,124,Lion
210,242,Lion
229,127,Lion
229,195,Lion
156,207,Lion
210,213,Lion
242,277,Lion
185,264,Lion
169,150,Lion
187,299,Lion
241,194,Lion
232,146,Lion
209,238,Lion
150,225,Lion
190,277,Lion
224,190,Lion
246,159,Lion
150,202,Lion
228,152,Lion
168,246,Lion
236,153,Lion
211,196,Lion
229,232,Lion
162,185,Lion
203,114,Lion
235,110,Lion
242,258,Lion
238,264,Lion
151,249,Lion
160,136,Lion
205,135,Lion
246,220,Lion
208,157,Lion
240,144,Lion
231,135,Lion
160,126,Lion
230,208,Lion
217,129,Lion
228,201,Lion
210,289,Lion
195,211,Lion
206,144,Lion
187,136,Lion
193,202,Lion
228,125,Lion
170,295,Lion
229,151,Lion
215,133,Lion
173,169,Lion
219,284,Lion
244,175,Lion
185,199,Lion
162,252,Lion
157,154,Lion
234,119,Lion
229,233,Lion
241,111,Lion
178,169,Lion
226,143,Lion
238,241,Lion
164,157,Lion
194,220,Lion
196,218,Lion
210,133,Lion
247,292,Lion
215,140,Lion
245,130,Lion
222,296,Lion
177,171,Lion
162,179,Lion
193,126,Lion
201,151,Lion
178,110,Lion
245,239,Lion
162,264,Lion
214,203,Lion
212,101,Lion
182,102,Lion
246,141,Lion
244,124,Lion
219,145,Lion
177,213,Lion
163,219,Lion
249,143,Lion
156,115,Lion
153,161,Lion
220,159,Lion
179,111,Lion
189,173,Lion
170,201,Lion
150,174,Lion
186,181,Lion
159,151,Lion
167,265,Lion
246,131,Lion
195,191,Lion
249,163,Lion
175,225,Lion
186,185,Lion
227,185,Lion
158,141,Lion
203,251,Lion
191,175,Lion
193,105,Lion
242,120,Lion
153,189,Lion
153,256,Lion
159,161,Lion
161,263,Lion
179,226,Lion
166,162,Lion
236,206,Lion
230,283,Lion
181,217,Lion
181,133,Lion
152,120,Lion
165,220,Lion
196,121,Lion
159,237,Lion
163,235,Lion
244,200,Lion
189,203,Lion
234,120,Lion
215,162,Lion
161,104,Lion
218,121,Lion
246,269,Lion
244,256,Lion
172,257,Lion
170,163,Lion
159,142,Lion
244,241,Lion
179,236,Lion
161,118,Lion
212,248,Lion
205,272,Lion
199,220,Lion
230,294,Lion
224,116,Lion
228,287,Lion
201,209,Lion
163,286,Lion
247,176,Lion
190,233,Lion
229,147,Lion
210,258,Lion
221,148,Lion
179,196,Lion
170,249,Lion
154,176,Lion
221,238,Lion
165,103,Lion
243,189,Lion
156,182,Lion
174,268,Lion
209,105,Lion
238,252,Lion
236,287,Lion
174,287,Lion
204,201,Lion
189,179,Lion
200,193,Lion
202,295,Lion
196,224,Lion
244,202,Lion
201,165,Lion
215,239,Lion
220,221,Lion
209,189,Lion
215,245,Lion
191,237,Lion
237,158,Lion
183,158,Lion
217,214,Lion
247,171,Lion
186,165,Lion
181,260,Lion
245,193,Lion
192,141,Lion
172,107,Lion
212,266,Lion
230,291,Lion
154,280,Lion
222,183,Lion
207,241,Lion
246,244,Lion
154,136,Lion
175,271,Lion
164,247,Lion
219,199,Lion
197,122,Lion
186,238,Lion
243,275,Lion
187,115,Lion
201,109,Lion
163,182,Lion
175,216,Lion
198,218,Lion
239,225,Lion
161,182,Lion
236,149,Lion
193,290,Lion
179,218,Lion
152,200,Lion
207,192,Lion
229,278,Lion
206,255,Lion
170,136,Lion
178,225,Lion
191,158,Lion
193,248,Lion
161,120,Lion
197,230,Lion
206,201,Lion
178,133,Lion
153,217,Lion
228,148,Lion
240,151,Lion
225,233,Lion
219,192,Lion
235,179,Lion
155,108,Lion
175,233,Lion
243,289,Lion
191,151,Lion
239,274,Lion
188,174,Lion
248,162,Lion
202,263,Lion
201,178,Lion
153,217,Lion
185,225,Lion
200,158,Lion
221,111,Lion
192,174,Lion
158,257,Lion
181,297,Lion
238,281,Lion
217,253,Lion
168,164,Lion
176,127,Lion
227,263,Lion
191,284,Lion
150,235,Lion
158,115,Lion
156,281,Lion
243,151,Lion
207,108,Lion
174,198,Lion
234,125,Lion
243,233,Lion
228,185,Lion
206,287,Lion
164,116,Lion
150,150,Lion
156,283,Lion
241,206,Lion
208,101,Lion
243,187,Lion
158,120,Lion
154,145,Lion
214,278,Lion
183,197,Lion
188,170,Lion
161,191,Lion
249,289,Lion
180,225,Lion
179,299,Lion
187,108,Lion
197,108,Lion
184,261,Lion
205,295,Lion
213,237,Lion
237,162,Lion
182,185,Lion
167,246,Lion
223,264,Lion
215,215,Lion
193,273,Lion
215,265,Lion
182,167,Lion
226,195,Lion
228,197,Lion
165,247,Lion
189,211,Lion
196,248,Lion
196,203,Lion
197,276,Lion
194,284,Lion
155,162,Lion
162,212,Lion
215,240,Lion
196,284,Lion
157,164,Lion
213,237,Lion
213,157,Lion
249,119,Lion
227,207,Lion
224,126,Lion
153,221,Lion
159,251,Lion
170,283,Lion
160,226,Lion
193,149,Lion
171,151,Lion
211,200,Lion
151,202,Lion
204,157,Lion
224,107,Lion
214,260,Lion
218,241,Lion
240,206,Lion
192,251,Lion
172,240,Lion
209,139,Lion
218,129,Lion
218,217,Lion
162,175,Lion
221,167,Lion
218,280,Lion
237,274,Lion
231,114,Lion
163,129,Lion
199,241,Lion
225,164,Lion
179,100,Lion
223,259,Lion
206,117,Lion
212,256,Lion
182,294,Lion
158,258,Lion
175,160,Lion
183,294,Lion
174,131,Lion
165,117,Lion
244,173,Lion
219,111,Lion
212,119,Lion
151,239,Lion
198,253,Lion
152,223,Lion
173,105,Lion
240,236,Lion
220,166,Lion
213,165,Lion
176,154,Lion
204,113,Lion
155,179,Lion
228,174,Lion
177,205,Lion
235,153,Lion
217,252,Lion
175,287,Lion
211,209,Lion
240,192,Lion
217,293,Lion
239,143,Lion
226,273,Lion
209,184,Lion
155,120,Lion
226,267,Lion
246,244,Lion
184,119,Lion
238,124,Lion
156,111,Lion
181,211,Lion
199,279,Lion
225,106,Lion
154,161,Lion
161,170,Lion
189,218,Lion
211,253,Lion
163,229,Lion
156,286,Lion
187,119,Lion
249,277,Lion
241,129,Lion
164,165,Lion
159,128,Lion
191,150,Lion
188,284,Lion
210,281,Lion
198,274,Lion
177,134,Lion
230,143,Lion
194,269,Lion
239,172,Lion
154,260,Lion
181,156,Lion
159,109,Lion
210,296,Lion
186,229,Lion
206,150,Lion
162,186,Lion
199,237,Lion
189,156,Lion
212,279,Lion
188,101,Lion
241,263,Lion
176,213,Lion
167,149,Lion
246,224,Lion
229,163,Lion
195,167,Lion
215,288,Lion
173,146,Lion
173,209,Lion
158,273,Lion
247,160,Lion
167,270,Lion
152,269,Lion
215,255,Lion
194,110,Lion
233,222,Lion
240,294,Lion
216,254,Lion
227,252,Lion
237,201,Lion
178,287,Lion
208,132,Lion
181,161,Lion
212,135,Lion
242,127,Lion
233,189,Lion
211,242,Lion
194,296,Lion
154,169,Lion
178,178,Lion
227,177,Lion
198,216,Lion
236,188,Lion
158,163,Lion
188,163,Lion
211,261,Lion
183,209,Lion
235,129,Lion
189,102,Lion
181,169,Lion
228,269,Lion
249,153,Lion
173,197,Lion
172,159,Lion
184,183,Lion
229,121,Lion
188,283,Lion
221,170,Lion
209,196,Lion
182,105,Lion
237,204,Lion
184,223,Lion
214,292,Lion
175,124,Lion
215,235,Lion
228,157,Lion
240,110,Lion
181,105,Lion
204,271,Lion
175,285,Lion
157,175,Lion
165,262,Lion
249,111,Lion
180,160,Lion
165,183,Lion
210,167,Lion
245,174,Lion
174,180,Lion
177,221,Lion
228,130,Lion
224,238,Lion
225,131,Lion
210,289,Lion
172,220,Lion
220,177,Lion
236,176,Lion
174,168,Lion
234,162,Lion
241,211,Lion
166,285,Lion
207,125,Lion
243,296,Lion
225,245,Lion
191,266,Lion
177,185,Lion
201,294,Lion
243,190,Lion
222,179,Lion
201,264,Lion
209,222,Lion
204,156,Lion
168,178,Lion
228,158,Lion
164,138,Lion
222,230,Lion
233,204,Lion
234,155,Lion
225,282,Lion
172,176,Lion
244,112,Lion
214,225,Lion
187,238,Lion
169,201,Lion
233,171,Lion
169,188,Lion
180,167,Lion
160,101,Lion
180,186,Lion
209,201,Lion
241,168,Lion
160,153,Lion
166,277,Lion
235,233,Lion
239,111,Lion
184,133,Lion
214,217,Lion
181,152,Lion
206,269,Lion
162,141,Lion
172,278,Lion
172,246,Lion
202,192,Lion
243,106,Lion
201,220,Lion
245,184,Lion
168,171,Lion
245,138,Lion
162,224,Lion
209,175,Lion
229,229,Lion
174,130,Lion
237,245,Lion
219,152,Lion
211,109,Lion
212,204,Lion
232,261,Lion
248,144,Lion
245,247,Lion
180,200,Lion
174,262,Lion
178,182,Lion
249,110,Lion
179,286,Lion
201,276,Lion
227,132,Lion
247,279,Lion
202,146,Lion
194,131,Lion
167,200,Lion
221,138,Lion
235,165,Lion
231,263,Lion
181,282,Lion
195,143,Lion
221,155,Lion
189,185,Lion
162,241,Lion
172,189,Lion
164,276,Lion
209,292,Lion
230,225,Lion
181,149,Lion
214,224,Lion
210,250,Lion
243,190,Lion
214,156,Lion
244,167,Lion
217,158,Lion
206,224,Lion
223,156,Lion
167,207,Lion
206,110,Lion
243,228,Lion
240,206,Lion
193,266,Lion
215,206,Lion
164,225,Lion
173,193,Lion
205,133,Lion
179,209,Lion
175,261,Lion
154,229,Lion
170,219,Lion
227,104,Lion
193,268,Lion
205,108,Lion
216,297,Lion
158,232,Lion
176,230,Lion
189,284,Lion
185,104,Lion
227,288,Lion
161,275,Lion
163,105,Lion
163,201,Lion
249,144,Lion
184,210,Lion
223,288,Lion
231,205,Lion
188,266,Lion
245,109,Lion
233,258,Lion
235,165,Lion
247,265,Lion
